,dates,FB,NFLX,GOOGL,MSFT,AMZN,ADBE,avg_pos,avg_subj,news_cnt
3213,2018-10-19,14.0399,332.67,1105.18,105.7631,1764.03,245.03,,,
3214,2018-10-20,,,,,,,,,
3215,2018-10-21,,,,,,,,,
3216,2018-10-22,11.3131,329.54,1111.37,106.7072,1789.3,251.06,,,
3217,2018-10-23,12.4594,333.16,1114.91,105.218,1768.7,251.76,,,
3218,2018-10-24,12.0638,301.83,1057.12,99.5921,1664.2,238.44,,,
3219,2018-10-25,12.847,312.87,1103.59,105.4127,1782.17,252.92,0.2888888888888888,0.3111111111111111,1.0
3220,2018-10-26,12.7442,299.83,1083.75,104.1084,1642.81,245.8,,,
3221,2018-10-27,,,,,,,,,
3222,2018-10-28,,,,,,,0.3260204081632653,0.6698979591836735,2.0
3223,2018-10-29,13.0527,284.84,1034.73,101.0813,1538.88,239.75,-0.09722222222222221,0.36944444444444446,1.0
3224,2018-10-30,12.4594,285.81,1049.51,100.9645,1530.42,238.41,,,
3225,2018-10-31,12.5899,301.78,1090.58,103.9624,1598.01,245.76,,,
3226,2018-11-01,11.8661,317.38,1085.98,103.0961,1665.53,245.28,,,
3227,2018-11-02,11.9365,309.1,1071.49,103.3297,1665.53,239.64,,,
3228,2018-11-03,,,,,,,,,
3229,2018-11-04,,,,,,,,,
3230,2018-11-05,12.6571,315.44,1055.73,104.6438,1627.8,239.89,,,
3231,2018-11-06,12.4602,310.84,1069.57,104.8482,1642.81,240.56,,,
3232,2018-11-07,12.5076,327.5,1108.24,108.9751,1755.49,253.43,0.03135521885521886,0.2795370370370371,3.0
3233,2018-11-08,12.6571,317.92,1094.63,108.7707,1754.91,249.96,,,
3234,2018-11-09,12.6571,303.47,1077.02,106.6488,1712.43,244.84,,,
3235,2018-11-10,,,,,,,,,
3236,2018-11-11,,,,,,,0.0012626262626262614,0.33661616161616165,1.0
3237,2018-11-12,11.9135,294.07,1049.36,104.0208,1636.85,236.67,0.0,0.5,1.0
3238,2018-11-13,12.1833,294.4,1047.97,104.0889,1631.17,238.74,0.0,0.0,1.0
3239,2018-11-14,11.874,286.73,1054.58,102.6192,1599.01,235.22,0.06983041958041959,0.3490084498834498,13.0
3240,2018-11-15,12.1667,290.06,1071.05,104.8775,1619.44,239.95,0.06860673057101628,0.33817495500531214,21.0
3241,2018-11-16,12.2379,286.21,1068.27,105.8649,1593.41,238.89,0.05219176656676656,0.3595563464313465,13.0
3242,2018-11-17,,,,,,,,,
3243,2018-11-18,,,,,,,,,
3244,2018-11-19,13.8437,270.6,1027.42,102.277,1512.29,219.69,-0.031140572390572396,0.15872895622895622,3.0
3245,2018-11-20,13.4482,266.98,1030.45,99.4322,1495.46,219.73,0.0777935606060606,0.24879103535353536,8.0
3246,2018-11-21,13.907,262.13,1043.43,100.8009,1516.73,225.98,0.08242742717352092,0.337113207972583,8.0
3247,2018-11-22,,,,,,,-0.10740740740740741,0.15185185185185188,1.0
3248,2018-11-23,,258.82,1030.1,100.7618,1502.06,225.56,,,
3249,2018-11-24,,,,,,,,,
3250,2018-11-25,,,,,,,,,
3251,2018-11-26,13.4482,261.43,1055.94,104.0856,1581.33,231.96,,,
3252,2018-11-27,13.6222,266.63,1052.28,104.7406,1581.42,232.25,,,
3253,2018-11-28,14.3184,282.65,1091.79,108.6315,1677.75,249.21,0.016919191919191917,0.42866161616161613,2.0
3254,2018-11-29,14.3263,288.75,1094.58,107.7223,1673.57,249.09,,,
3255,2018-11-30,13.896,286.13,1109.65,108.4066,1690.17,250.89,0.1976280663780664,0.41862599206349205,4.0
3256,2018-12-01,,,,,,,,,
3257,2018-12-02,,,,,,,,,
3258,2018-12-03,15.153,290.3,1116.36,109.5798,1772.36,255.26,0.02337662337662337,0.3801948051948052,1.0
3259,2018-12-04,14.0969,275.33,1062.47,106.0897,1668.4,245.82,0.0,0.0,1.0
3260,2018-12-05,,,,,,,0.0,0.5,1.0
3261,2018-12-06,13.9607,282.88,1078.08,106.7447,1699.19,250.63,0.12765151515151515,0.40883838383838383,6.0
3262,2018-12-07,13.9759,265.14,1046.58,102.4726,1629.13,238.0,0.04603174603174603,0.7420634920634921,3.0
3263,2018-12-08,,,,,,,,,
3264,2018-12-09,,,,,,,,,
3265,2018-12-10,13.1318,269.7,1053.18,105.1805,1641.03,244.09,,,
3266,2018-12-11,13.4482,265.32,1061.65,106.1581,1643.24,245.34,,,
3267,2018-12-12,14.0249,274.88,1073.73,106.6372,1663.54,245.55,,,
3268,2018-12-13,13.4213,276.02,1073.54,106.9989,1658.38,248.08,0.21212121212121213,0.3904040404040405,3.0
3269,2018-12-14,12.7002,266.84,1051.71,103.6555,1591.91,230.0,0.051004498969005246,0.27475003778545215,46.0
3270,2018-12-15,,,,,,,0.0,0.0,1.0
3271,2018-12-16,,,,,,,,,
3272,2018-12-17,12.1668,262.8,1025.65,100.5858,1520.91,221.38,,,
3273,2018-12-18,11.2499,270.94,1043.41,101.6416,1551.48,226.18,,,
3274,2018-12-19,11.6514,266.77,1035.46,101.3679,1495.08,224.65,,,
3275,2018-12-20,11.2172,260.58,1023.58,99.2367,1460.83,218.65,,,
3276,2018-12-21,11.2991,246.39,991.25,96.0301,1377.45,208.8,0.043449140211640216,0.3591129629629631,50.0
3277,2018-12-22,,,,,,,,,
3278,2018-12-23,,,,,,,,,
3279,2018-12-24,12.2668,233.88,984.67,92.022,1343.96,205.16,,,
3280,2018-12-25,,,,,,,,,
3281,2018-12-26,11.8809,253.67,1047.85,98.308,1470.9,222.95,0.09583333333333333,0.45555555555555555,2.0
3282,2018-12-27,11.7743,255.565,1052.9,98.9141,1461.64,225.14,0.008089402427637725,0.22526727357609708,17.0
3283,2018-12-28,11.7989,256.08,1046.68,98.1418,1478.02,223.13,0.07773126813449392,0.3927051234309299,31.0
3284,2018-12-29,,,,,,,,,
3285,2018-12-30,,,,,,,,,
3286,2018-12-31,11.7899,267.66,1044.96,99.2953,1501.97,226.24,,,
3287,2019-01-01,,,,,,,,,
3288,2019-01-02,13.241,267.66,1054.68,98.8554,1539.13,224.57,,,
3289,2019-01-03,13.0116,271.2,1025.47,95.2187,1500.28,215.7,0.06768509268509271,0.3261793761793762,13.0
3290,2019-01-04,13.1181,297.57,1078.07,99.6473,1575.39,226.19,0.11021714963041494,0.3139923506199016,35.0
3291,2019-01-05,,,,,,,0.4145833333333333,0.6083333333333333,2.0
3292,2019-01-06,,,,,,,,,
3293,2019-01-07,13.8064,315.34,1075.92,99.7744,1629.51,229.26,,,
3294,2019-01-08,13.5278,320.27,1085.37,100.4978,1656.58,232.68,,,
3295,2019-01-09,13.1181,319.96,1081.65,101.9349,1659.42,235.43,,,
3296,2019-01-10,13.5196,324.66,1078.83,101.2799,1656.22,237.77,0.03395454082954083,0.3493841667591668,15.0
3297,2019-01-11,13.5196,337.59,1064.47,100.4978,1640.56,237.55,0.07012958316935591,0.316809613997114,33.0
3298,2019-01-12,,,,,,,0.1359375,0.24531250000000002,8.0
3299,2019-01-13,,,,,,,0.029574074074074076,0.298037037037037,5.0
3300,2019-01-14,13.5196,332.94,1051.51,99.7646,1617.21,234.56,0.07223009313918405,0.24623835760199395,11.0
3301,2019-01-15,13.3147,354.64,1086.51,102.6583,1674.56,242.36,0.16756132756132758,0.39686147186147186,11.0
3302,2019-01-16,13.3147,351.39,1089.51,103.02,1683.78,241.95,0.11666666666666665,0.18333333333333335,1.0
3303,2019-01-17,14.5848,353.19,1099.12,103.7434,1693.22,244.4,0.07596951659451659,0.3477002164502165,7.0
3304,2019-01-18,14.298,339.1,1107.3,105.2978,1696.2,247.51,0.01635016835016835,0.35798204264870925,9.0
3305,2019-01-19,,,,,,,,,
3306,2019-01-20,,,,,,,-0.005611640211640212,0.25713148148148146,20.0
3307,2019-01-21,,,,,,,-0.16875,0.48125,2.0
3308,2019-01-22,14.1284,325.16,1078.63,103.3133,1632.17,243.85,0.014840668590668588,0.23799843674843674,10.0
3309,2019-01-23,14.1284,321.99,1084.41,104.3202,1640.02,245.14,0.07279942279942281,0.2932599807599808,9.0
3310,2019-01-24,14.1284,326.67,1084.0,103.8217,1654.93,242.56,0.009959916626583297,0.4081497514830848,6.0
3311,2019-01-25,14.1226,338.05,1101.51,104.7699,1670.57,244.95,0.06252525252525253,0.4687121212121211,3.0
3312,2019-01-26,,,,,,,,,
3313,2019-01-27,,,,,,,,,
3314,2019-01-28,14.3308,335.66,1079.86,102.7267,1637.89,241.85,-0.07500000000000001,0.4239583333333333,2.0
3315,2019-01-29,14.3308,328.9,1070.06,100.6347,1593.88,238.27,0.15,0.25,1.0
3316,2019-01-30,13.9293,340.66,1097.99,103.9976,1670.43,242.67,0.025000000000000005,0.465625,4.0
3317,2019-01-31,15.4861,339.5,1125.89,102.0913,1718.73,247.82,0.031111111111111107,0.4022222222222222,6.0
3318,2019-02-01,14.9879,339.85,1118.62,100.4782,1626.23,247.38,0.049999999999999996,0.41111111111111115,3.0
3319,2019-02-02,,,,,,,0.2,0.5483333333333333,1.0
3320,2019-02-03,,,,,,,-0.07291666666666666,0.22291666666666665,1.0
3321,2019-02-04,15.5516,351.34,1141.42,103.372,1633.31,254.74,0.0,0.4,1.0
3322,2019-02-05,15.4213,355.81,1151.87,104.8188,1658.81,254.82,0.05728807634164777,0.2932419690098261,35.0
3323,2019-02-06,15.1551,352.19,1122.89,103.6555,1640.26,254.35,0.06947023809523808,0.2838571428571428,10.0
3324,2019-02-07,15.6827,344.71,1105.91,102.9125,1614.37,253.74,0.0,0.4,1.0
3325,2019-02-08,15.4066,347.57,1102.38,103.3035,1588.22,257.0,0.0,0.0625,1.0
3326,2019-02-09,,,,,,,,,
3327,2019-02-10,,,,,,,0.3333333333333333,0.3333333333333333,1.0
3328,2019-02-11,15.6909,345.73,1102.12,102.8929,1591.0,258.39,0.0898148148148148,0.3398148148148148,3.0
3329,2019-02-12,15.736,359.97,1127.58,104.4962,1638.01,261.37,0.075,0.47361111111111104,6.0
3330,2019-02-13,15.8138,351.77,1128.63,104.418,1640.0,260.23,0.09583333333333333,0.22083333333333333,2.0
3331,2019-02-14,16.1825,359.07,1129.2,104.506,1622.65,260.14,-0.029509090909090912,0.3509896103896104,5.0
3332,2019-02-15,16.0965,356.87,1119.63,105.7964,1607.95,259.45,0.08541666666666667,0.2604166666666667,2.0
3333,2019-02-16,,,,,,,,,
3334,2019-02-17,,,,,,,,,
3335,2019-02-18,,,,,,,,,
3336,2019-02-19,16.3197,361.92,1126.51,105.7475,1627.58,257.81,0.03205478620019436,0.4142381357304826,7.0
3337,2019-02-20,15.7319,359.91,1120.59,105.2001,1622.1,258.1,0.11177449822904367,0.30931867375049193,11.0
3338,2019-02-21,15.1829,356.97,1104.21,107.419,1619.44,257.76,0.05997249278499279,0.20839871933621937,7.0
3339,2019-02-22,14.9477,363.02,1116.56,108.9506,1631.56,258.9,0.11646182058682059,0.3974486832611832,24.0
3340,2019-02-23,,,,,,,0.0,0.06666666666666667,1.0
3341,2019-02-24,,,,,,,,,
3342,2019-02-25,15.568,363.91,1117.33,109.5593,1633.0,258.62,,,
3343,2019-02-26,15.9367,364.97,1122.01,110.3153,1636.4,261.22,0.17121401515151516,0.3636439393939394,10.0
3344,2019-02-27,16.3095,362.87,1122.89,110.1287,1641.09,262.9,0.06611649731441398,0.3795668991502325,8.0
3345,2019-02-28,16.1088,358.1,1126.55,109.9913,1639.83,262.5,0.0652509791795506,0.30948361162646876,6.0
3346,2019-03-01,16.3054,357.32,1148.52,110.4822,1671.73,264.01,0.04732431103754634,0.3356194737996208,24.0
3347,2019-03-02,,,,,,,0.11666666666666665,0.26666666666666666,2.0
3348,2019-03-03,,,,,,,,,
3349,2019-03-04,16.3054,351.04,1153.42,110.2171,1696.17,258.16,0.03083333333333333,0.2781944444444444,4.0
3350,2019-03-05,16.5037,354.3,1169.19,109.6673,1692.43,257.38,0.02376443001443001,0.33741728509585656,7.0
3351,2019-03-06,16.5267,359.61,1164.94,109.7164,1668.95,256.4,0.0972773368606702,0.2915784832451499,7.0
3352,2019-03-07,16.0596,352.6,1150.85,108.3811,1625.95,255.46,-0.004514533085961662,0.3947186147186147,7.0
3353,2019-03-08,16.1825,349.6,1149.97,108.4989,1620.8,254.74,0.06095689033189034,0.31183464105339104,24.0
3354,2019-03-09,,,,,,,0.152,0.31799999999999995,1.0
3355,2019-03-10,,,,,,,,,
3356,2019-03-11,16.1825,358.86,1179.26,110.7767,1670.62,260.96,,,
3357,2019-03-12,16.4775,356.27,1197.25,111.5523,1673.1,263.51,,,
3358,2019-03-13,16.5431,361.21,1199.06,112.4163,1690.81,264.38,0.14468005952380952,0.30223214285714284,4.0
3359,2019-03-14,16.6217,358.82,1192.53,112.5047,1686.22,267.69,0.0538611025218168,0.23736203446024878,14.0
3360,2019-03-15,16.6639,361.46,1190.3,113.8007,1712.36,257.09,0.08083289697115457,0.3483588405141436,30.0
3361,2019-03-16,,,,,,,0.14015151515151514,0.29772727272727273,2.0
3362,2019-03-17,,,,,,,,,
3363,2019-03-18,16.6217,363.44,1188.55,115.4305,1742.15,257.76,,,
3364,2019-03-19,16.0395,358.78,1202.46,115.509,1761.85,260.42,0.22846590909090908,0.47842803030303027,4.0
3365,2019-03-20,16.242,375.22,1226.43,115.3814,1797.27,259.74,0.06252503052503053,0.2819204684204684,10.0
3366,2019-03-21,16.5862,377.87,1236.13,118.0322,1819.26,264.18,0.0621777619310514,0.2770168428063165,8.0
3367,2019-03-22,16.6639,361.01,1207.65,114.9199,1764.77,259.69,0.08440104703497561,0.2915783043015186,28.0
3368,2019-03-23,,,,,,,,,
3369,2019-03-24,,,,,,,,,
3370,2019-03-25,16.6639,366.23,1197.38,115.5188,1774.26,262.27,,,
3371,2019-03-26,16.5204,359.97,1189.84,115.7643,1783.76,265.59,,,
3372,2019-03-27,16.5525,353.37,1178.01,114.645,1765.7,262.34,,,
3373,2019-03-28,16.6504,354.61,1172.27,114.8021,1773.42,263.53,0.11413055555555554,0.434801984126984,10.0
3374,2019-03-29,16.5812,356.56,1176.89,115.7937,1780.75,266.49,0.09246615592010328,0.2781587254120149,38.0
3375,2019-03-30,,,,,,,0.2715909090909091,0.5174242424242425,2.0
3376,2019-03-31,,,,,,,,,
3377,2019-04-01,16.6554,366.96,1198.98,116.8541,1814.19,272.17,,,
3378,2019-04-02,16.4259,367.72,1205.54,117.021,1813.98,271.35,0.05625000000000001,0.33333333333333337,2.0
3379,2019-04-03,16.6639,369.75,1210.81,117.7868,1820.7,271.5,0.041700299700299696,0.291008658008658,13.0
3380,2019-04-04,16.6132,367.88,1219.45,117.1879,1818.86,267.89,0.13168808900290385,0.4117676322305952,9.0
3381,2019-04-05,16.242,365.49,1211.45,117.7082,1837.28,267.45,0.0678897838272838,0.2898621864246865,26.0
3382,2019-04-06,,,,,,,,,
3383,2019-04-07,,,,,,,,,
3384,2019-04-08,16.4529,361.41,1208.28,117.7475,1849.86,268.81,,,
3385,2019-04-09,16.5744,364.71,1202.69,117.1093,1835.84,268.99,,,
3386,2019-04-10,16.2251,363.92,1206.45,118.0028,1847.33,271.58,0.06946097883597883,0.33355489417989415,5.0
3387,2019-04-11,15.7526,367.65,1209.59,118.1402,1844.07,271.9,0.16124444999444998,0.34560106560106557,13.0
3388,2019-04-12,15.772,351.14,1222.73,118.7489,1843.06,271.86,0.08452974976412478,0.2888653013653013,32.0
3389,2019-04-13,,,,,,,,,
3390,2019-04-14,,,,,,,0.20833333333333334,0.25,1.0
3391,2019-04-15,15.8876,348.87,1226.53,118.8471,1844.87,272.22,0.18214285714285716,0.6511904761904762,2.0
3392,2019-04-16,16.2673,359.46,1231.91,118.5722,1863.04,271.43,-0.050952615093240075,0.40056107954545456,4.0
3393,2019-04-17,16.1576,354.74,1240.14,119.554,1864.82,269.45,0.008804885590599878,0.2557158317872604,14.0
3394,2019-04-18,16.6639,360.35,1241.47,121.1249,1861.69,270.57,0.11716663860830528,0.35905398428731766,25.0
3395,2019-04-19,,,,,,,0.02580272421181512,0.3524284511784512,4.0
3396,2019-04-20,,,,,,,,,
3397,2019-04-21,,,,,,,,,
3398,2019-04-22,16.9845,377.34,1253.76,121.5078,1887.31,272.21,,,
3399,2019-04-23,16.2513,381.89,1270.59,123.1572,1923.77,278.49,0.1340909090909091,0.3386363636363636,1.0
3400,2019-04-24,16.4614,374.23,1260.05,122.7351,1901.75,275.45,0.13187594696969696,0.3441594065656566,4.0
3401,2019-04-25,16.706,368.33,1267.34,126.7997,1902.25,277.66,0.09849025974025973,0.3501791726791727,12.0
3402,2019-04-26,16.4556,374.85,1277.42,127.5263,1950.63,281.96,0.011088700861428134,0.2909046719273993,33.0
3403,2019-04-27,,,,,,,,,
3404,2019-04-28,,,,,,,,,
3405,2019-04-29,16.8579,371.83,1296.2,127.4084,1938.43,286.14,,,
3406,2019-04-30,16.6639,370.54,1198.96,128.2233,1926.52,289.25,0.16383284374355803,0.38076384594241736,6.0
3407,2019-05-01,16.7904,378.81,1173.32,125.5528,1911.52,283.35,0.07213068181818183,0.16480113636363636,4.0
3408,2019-05-02,16.7567,379.06,1166.51,123.9132,1900.82,279.64,0.013293650793650797,0.1990079365079365,2.0
3409,2019-05-03,16.7989,385.03,1189.55,126.5543,1962.46,285.58,0.028110125741704683,0.29749380249380253,38.0
3410,2019-05-04,,,,,,,,,
3411,2019-05-05,,,,,,,0.16209307359307354,0.38176437847866423,7.0
3412,2019-05-06,16.9322,378.67,1193.46,125.8179,1950.55,283.66,0.22138699750541857,0.38279827628511837,19.0
3413,2019-05-07,16.5373,370.46,1178.86,123.2358,1921.0,277.07,-0.07932900432900433,0.24231601731601732,1.0
3414,2019-05-08,16.7482,364.37,1170.78,123.226,1917.77,276.77,-0.012280543530543534,0.3428481240981241,2.0
3415,2019-05-09,16.9001,362.75,1167.97,123.2161,1899.87,275.79,0.0,0.0,2.0
3416,2019-05-10,16.987,361.04,1167.64,124.8165,1889.98,278.48,0.05833333333333333,0.49722222222222223,2.0
3417,2019-05-11,,,,,,,,,
3418,2019-05-12,,,,,,,,,
3419,2019-05-13,16.5626,345.26,1136.59,121.1053,1822.68,267.7,,,
3420,2019-05-14,16.8748,345.61,1124.86,122.4602,1840.12,271.86,,,
3421,2019-05-15,16.8748,354.99,1170.8,124.1783,1871.15,276.82,0.08035714285714285,0.5321428571428571,2.0
3422,2019-05-16,17.0435,359.31,1184.5,127.0458,1907.57,283.55,0.10825929178145088,0.3286045536534173,20.0
3423,2019-05-17,17.068,354.45,1168.78,126.1984,1869.0,279.85,0.11218266562183075,0.32877642473514807,28.0
3424,2019-05-18,,,,,,,,,
3425,2019-05-19,,,,,,,,,
3426,2019-05-20,17.3026,348.11,1144.66,124.3754,1858.97,275.45,,,
3427,2019-05-21,17.381,354.27,1154.44,125.0455,1857.52,278.07,0.06870857227514836,0.3547699085334955,6.0
3428,2019-05-22,17.381,359.73,1155.85,125.8042,1859.68,281.82,0.10706539608539609,0.38407355847855856,25.0
3429,2019-05-23,17.7185,352.21,1145.34,124.336,1815.48,274.25,0.1372689279740822,0.3624310811618036,16.0
3430,2019-05-24,17.7903,354.39,1138.61,124.3951,1823.28,274.77,-0.021284271284271284,0.10339105339105338,3.0
3431,2019-05-25,,,,,,,0.10410256410256409,0.42940170940170935,3.0
3432,2019-05-26,,,,,,,0.10995370370370368,0.32199074074074074,3.0
3433,2019-05-27,,,,,,,0.175,0.225,1.0
3434,2019-05-28,17.7185,354.78,1139.56,124.3163,1836.43,278.25,0.12655844155844156,0.547054215625644,7.0
3435,2019-05-29,17.7101,349.19,1119.94,123.1141,1819.19,273.38,0.061111111111111116,0.07037037037037037,3.0
3436,2019-05-30,17.6249,351.85,1121.41,123.8926,1816.32,274.51,0.090625,0.35104166666666664,4.0
3437,2019-05-31,17.2967,343.28,1106.5,121.8725,1775.07,270.9,0.21515151515151515,0.3593939393939394,4.0
3438,2019-06-01,,,,,,,,,
3439,2019-06-02,,,,,,,,,
3440,2019-06-03,18.0138,336.63,1038.74,118.0886,1692.69,259.03,,,
3441,2019-06-04,17.9295,353.4,1054.49,121.3601,1729.56,268.71,,,
3442,2019-06-05,17.862,355.73,1044.64,123.9911,1738.5,272.86,0.06126226551226551,0.36626839826839824,2.0
3443,2019-06-06,17.8324,357.13,1047.76,125.952,1754.36,274.8,0.13594470540161974,0.2817175168981154,18.0
3444,2019-06-07,17.9295,360.87,1068.37,129.4797,1804.03,278.16,0.08736886803607741,0.37738568204023387,30.0
3445,2019-06-08,,,,,,,,,
3446,2019-06-09,,,,,,,,,
3447,2019-06-10,18.1404,352.01,1082.76,130.6622,1860.63,280.34,,,
3448,2019-06-11,18.2054,351.27,1081.04,130.1695,1863.7,275.99,,,
3449,2019-06-12,18.1978,345.56,1079.1,129.5684,1855.32,276.84,0.006124681154984188,0.2258480767268646,5.0
3450,2019-06-13,18.2129,343.43,1091.01,130.3862,1870.3,276.3,0.054929619762953096,0.28769059027392363,18.0
3451,2019-06-14,18.1262,339.73,1086.3,130.5143,1869.67,274.28,0.0852307813071702,0.38472858160358164,27.0
3452,2019-06-15,,,,,,,0.04862166305916306,0.36473617123617125,5.0
3453,2019-06-16,,,,,,,0.15113636363636362,0.25920454545454547,2.0
3454,2019-06-17,18.0481,350.62,1093.89,130.9085,1886.03,275.6,0.12224013768186702,0.4468742066204473,14.0
3455,2019-06-18,18.121,357.12,1105.24,133.1847,1901.37,276.78,0.1465247929980073,0.37590063045420186,8.0
3456,2019-06-19,17.8226,363.52,1104.51,133.707,1908.79,291.21,0.18660468319559229,0.5207214187327823,3.0
3457,2019-06-20,17.6101,365.21,1113.2,134.9486,1918.19,302.11,0.13569737554112554,0.2946918966450216,4.0
3458,2019-06-21,18.0221,369.21,1125.37,134.9683,1911.3,299.33,0.0905145796663654,0.2822879102107043,14.0
3459,2019-06-22,,,,,,,,,
3460,2019-06-23,,,,,,,0.07229166666666667,0.4035416666666667,2.0
3461,2019-06-24,18.2129,371.04,1116.7,135.7664,1913.9,299.87,-0.00033330756545042154,0.2818661100803958,7.0
3462,2019-06-25,18.2996,360.3,1087.58,131.48,1878.27,287.97,0.07170291514041514,0.32204972111222113,14.0
3463,2019-06-26,18.4297,362.2,1080.32,131.9727,1897.83,288.72,0.21389117975989988,0.40463428334690293,19.0
3464,2019-06-27,18.4297,370.02,1076.63,132.1895,1904.28,293.23,0.02445987654320987,0.23780864197530863,6.0
3465,2019-06-28,18.206,367.32,1082.8,132.0023,1893.63,294.65,-0.015277777777777793,0.2594444444444445,2.0
3466,2019-06-29,,,,,,,0.16562607610192837,0.36756628787878787,4.0
3467,2019-06-30,,,,,,,,,
3468,2019-07-01,18.3595,374.6,1100.0,133.6971,1922.19,300.97,0.1288888888888889,0.5377777777777778,1.0
3469,2019-07-02,18.3597,375.43,1112.6,134.584,1934.31,301.39,0.13920454545454544,0.3703756313131313,4.0
3470,2019-07-03,18.3595,381.72,1122.99,135.4511,1939.0,305.7,-0.05,0.30000000000000004,2.0
3471,2019-07-04,,,,,,,0.0,0.0,2.0
3472,2019-07-05,18.173,380.55,1132.66,135.057,1942.91,303.98,0.02425727866904337,0.2676767676767677,3.0
3473,2019-07-06,,,,,,,,,
3474,2019-07-07,,,,,,,,,
3475,2019-07-08,18.4297,376.16,1116.79,134.9584,1952.32,302.92,0.3333333333333333,0.2416666666666667,3.0
3476,2019-07-09,18.5286,379.93,1124.29,134.4657,1988.3,304.2,-0.020833333333333332,0.27245370370370364,6.0
3477,2019-07-10,18.395,381.0,1140.91,135.8354,2017.41,306.98,0.07692114433185862,0.3164086409622124,28.0
3478,2019-07-11,18.395,379.5,1144.08,136.3774,2001.07,307.6,0.10443826015254586,0.5003648732220161,7.0
3479,2019-07-12,18.4558,373.25,1145.34,136.8701,2011.0,309.42,0.15763888888888888,0.31319444444444444,4.0
3480,2019-07-13,,,,,,,,,
3481,2019-07-14,,,,,,,,,
3482,2019-07-15,18.4558,366.6,1150.51,136.8701,2020.99,308.76,,,
3483,2019-07-16,18.6466,365.99,1153.46,135.0767,2009.9,305.7,,,
3484,2019-07-17,18.4471,362.44,1146.74,134.2785,1992.03,309.39,0.02384887839433294,0.2804702872884691,7.0
3485,2019-07-18,18.3387,325.21,1147.24,134.4263,1977.9,310.08,0.015122816997816996,0.3284513865763866,14.0
3486,2019-07-19,18.6795,315.1,1131.55,134.6234,1964.52,306.87,0.08380931762252915,0.3201503828342428,29.0
3487,2019-07-20,,,,,,,,,
3488,2019-07-21,,,,,,,,,
3489,2019-07-22,18.3421,310.62,1139.21,136.407,1985.63,308.55,,,
3490,2019-07-23,18.0395,307.3,1148.05,137.2544,1994.49,307.88,,,
3491,2019-07-24,18.7636,317.94,1139.73,138.6635,2000.81,310.27,,,
3492,2019-07-25,18.5217,326.46,1135.94,138.1412,1973.82,308.73,0.04737382601965936,0.36164157987074663,12.0
3493,2019-07-26,18.7272,335.78,1245.22,139.2744,1943.05,311.27,0.06527908501375905,0.31390655792240724,38.0
3494,2019-07-27,,,,,,,0.08928674565173482,0.3711161289508151,14.0
3495,2019-07-28,,,,,,,-0.015896423652105477,0.3606534500852683,8.0
3496,2019-07-29,18.5789,332.7,1241.84,138.969,1912.45,307.22,-0.04639136904761905,0.1914434523809524,8.0
3497,2019-07-30,18.7029,325.93,1228.0,138.2989,1898.53,303.64,0.06777777777777778,0.29000000000000004,3.0
3498,2019-07-31,18.7732,322.99,1218.2,134.2785,1866.78,298.86,0.05867734357994098,0.20384968566786751,7.0
3499,2019-08-01,18.6466,319.5,1211.78,136.0424,1855.32,298.44,0.0703125,0.34652777777777777,4.0
3500,2019-08-02,18.82,318.83,1196.32,134.8993,1823.24,293.71,0.08286235369568702,0.38271504729838063,6.0
3501,2019-08-03,,,,,,,,,
3502,2019-08-04,,,,,,,,,
3503,2019-08-05,18.735,307.63,1154.75,130.2779,1765.13,280.36,,,
3504,2019-08-06,18.3439,310.1,1171.08,132.7216,1787.83,286.21,,,
3505,2019-08-07,18.6613,304.29,1175.91,133.303,1793.4,289.02,,,
3506,2019-08-08,18.9067,315.9,1206.19,136.8602,1832.89,297.78,0.005292032882941969,0.41322440858804493,11.0
3507,2019-08-09,18.951,308.93,1188.9,135.6975,1807.58,294.83,0.08825779652655595,0.35903992108622634,39.0
3508,2019-08-10,,,,,,,,,
3509,2019-08-11,,,,,,,,,
3510,2019-08-12,18.6726,310.83,1174.5,133.8055,1784.92,288.65,,,
3511,2019-08-13,19.0282,312.28,1196.73,136.5745,1824.34,293.17,,,
3512,2019-08-14,18.8851,299.11,1164.25,132.4753,1762.96,283.66,0.013722286549083937,0.2611473753794015,6.0
3513,2019-08-15,18.7333,295.76,1169.32,132.1786,1776.12,282.71,0.14167115786755793,0.40244753593073257,18.0
3514,2019-08-16,18.8433,302.8,1179.21,134.6011,1792.57,287.45,0.09231055179004836,0.35732117118259654,26.0
3515,2019-08-17,,,,,,,0.2125,0.5667582417582417,2.0
3516,2019-08-18,,,,,,,0.09571428571428571,0.3328571428571428,3.0
3517,2019-08-19,18.3864,309.38,1200.44,136.8555,1816.12,287.97,0.08024725274725275,0.3686783923147559,11.0
3518,2019-08-20,18.3499,298.99,1183.53,135.7184,1801.38,285.71,0.02548781284075402,0.2828184790741351,17.0
3519,2019-08-21,18.5598,297.81,1191.58,137.2312,1823.54,291.53,0.051216931216931216,0.2419179894179894,5.0
3520,2019-08-22,18.5598,296.93,1191.52,136.2326,1805.6,287.69,-0.0014159451659451691,0.1636904761904762,8.0
3521,2019-08-23,18.4297,291.44,1153.58,131.8919,1749.62,282.44,0.1541969696969697,0.40822619047619046,4.0
3522,2019-08-24,,,,,,,0.10984848484848483,0.3494949494949495,2.0
3523,2019-08-25,,,,,,,,,
