,dates,FB,NFLX,GOOGL,MSFT,AMZN,ADBE,avg_pos,avg_subj,news_cnt
0,2010-01-01,,,,,,,,,
1,2010-01-02,,,,,,,,,
2,2010-01-03,,,,,,,,,
3,2010-01-04,,7.64,314.3454,24.171,133.9,37.09,,,
4,2010-01-05,,7.3586,312.9611,24.1788,134.69,37.7,,,
5,2010-01-06,,7.6171,305.0717,24.0304,132.25,37.62,,,
6,2010-01-07,,7.4857,297.9698,23.782,130.0,36.89,,,
7,2010-01-08,,7.6143,301.9421,23.9445,133.52,36.69,,,
8,2010-01-09,,,,,,,,,
9,2010-01-10,,,,,,,,,
10,2010-01-11,,7.6043,301.4857,23.6399,130.308,36.21,,,
11,2010-01-12,,7.4814,296.1542,23.4837,127.35,35.66,,,
12,2010-01-13,,7.7086,294.454,23.7024,129.11,36.28,,,
13,2010-01-14,,7.2843,295.8382,24.1788,127.35,35.9,,,
14,2010-01-15,,7.2786,290.898,24.1007,127.14,35.87,,,
15,2010-01-16,,,,,,,,,
16,2010-01-17,,,,,,,,,
17,2010-01-18,,,,,,,,,
18,2010-01-19,,7.3143,294.7198,24.2881,127.61,36.95,,,
19,2010-01-20,,7.32,291.1036,23.8859,125.78,36.49,,,
20,2010-01-21,,7.3128,292.3926,23.4369,126.62,35.82,,,
21,2010-01-22,,7.27,275.8565,22.6168,121.43,34.38,,,
22,2010-01-23,,,,,,,,,
23,2010-01-24,,,,,,,,,
24,2010-01-25,,7.0186,270.836,22.898,120.31,34.16,,,
25,2010-01-26,,7.1357,272.0498,23.0386,119.48,33.94,,,
26,2010-01-27,,7.2814,271.8893,23.1713,122.75,33.14,,,
27,2010-01-28,,9.0057,267.9722,22.773,126.03,32.89,,,
28,2010-01-29,,8.8928,265.7925,22.0077,125.41,32.3,,,
29,2010-01-30,,,,,,,,,
30,2010-01-31,,,,,,,,,
31,2010-02-01,,8.7186,267.3352,22.1873,118.87,32.48,,,
32,2010-02-02,,8.8357,266.3823,22.2264,118.12,32.98,,,
33,2010-02-03,,8.85,271.2473,22.3591,119.1,32.98,,,
34,2010-02-04,,8.62,264.2046,21.7422,115.94,32.24,,,
35,2010-02-05,,8.6914,266.4676,21.8827,117.39,32.77,,,
36,2010-02-06,,,,,,,,,
37,2010-02-07,,,,,,,,,
38,2010-02-08,,8.7,267.5609,21.6484,116.83,32.05,,,
39,2010-02-09,,8.8757,269.0505,21.8749,118.03,32.31,,,
40,2010-02-10,,8.7843,268.0499,21.8593,117.36,32.76,,,
41,2010-02-11,,9.0514,269.0305,21.9608,120.09,32.64,,,
42,2010-02-12,,9.0257,267.3854,21.8124,119.66,31.45,,,
43,2010-02-13,,,,,,,,,
44,2010-02-14,,,,,,,,,
45,2010-02-15,,,,,,,,,
46,2010-02-16,,9.2657,271.4881,22.242,117.53,31.81,,,
47,2010-02-17,,9.2157,269.9368,22.4303,116.31,32.33,,,
48,2010-02-18,,9.4428,272.451,22.7276,118.08,33.24,,,
49,2010-02-19,,9.5214,271.2187,22.5715,117.52,33.88,,,
50,2010-02-20,,,,,,,,,
51,2010-02-21,,,,,,,,,
52,2010-02-22,,9.3243,272.2404,22.5401,118.01,33.7,,,
53,2010-02-23,,9.1928,268.3634,22.2263,117.24,33.44,,,
54,2010-02-24,,9.2414,266.5578,22.4616,119.72,34.55,,,
55,2010-02-25,,9.3728,264.03,22.4381,118.2,34.56,,,
56,2010-02-26,,9.4357,264.2156,22.493,118.4,34.65,,,
57,2010-02-27,,,,,,,,,
58,2010-02-28,,,,,,,,,
59,2010-03-01,,9.9571,267.1697,22.7676,124.54,34.89,,,
60,2010-03-02,,9.8543,271.3677,22.3283,125.53,34.74,,,
61,2010-03-03,,9.65,273.5043,22.3283,125.89,34.82,,,
62,2010-03-04,,9.7157,278.1536,22.4616,128.53,34.94,,,
63,2010-03-05,,9.6643,282.9785,22.4283,128.91,35.16,,,
64,2010-03-06,,,,,,,,,
65,2010-03-07,,,,,,,,,
66,2010-03-08,,9.8114,282.1108,22.4616,130.11,35.06,,,
67,2010-03-09,,9.9914,280.9623,22.595,128.82,35.12,,,
68,2010-03-10,,10.1828,289.1175,22.7284,130.51,35.15,,,
69,2010-03-11,,10.17,291.4697,22.8931,133.58,35.22,,,
70,2010-03-12,,9.9971,290.6673,22.9638,131.82,35.16,,,
71,2010-03-13,,,,,,,,,
72,2010-03-14,,,,,,,,,
73,2010-03-15,,9.9428,282.4619,22.9794,131.13,35.49,,,
74,2010-03-16,,10.09,283.4751,23.0422,131.79,35.02,,,
75,2010-03-17,,10.1314,283.6556,23.2462,131.34,35.49,,,
76,2010-03-18,,10.0771,284.0769,23.2305,132.76,35.75,,,
77,2010-03-19,,10.0643,280.867,23.2148,130.35,34.67,,,
78,2010-03-20,,,,,,,,,
79,2010-03-21,,,,,,,,,
80,2010-03-22,,10.4128,279.6131,23.2227,130.47,34.95,,,
81,2010-03-23,,10.4228,275.35,23.4423,129.26,35.22,,,
82,2010-03-24,,10.3386,279.5279,23.2619,128.04,36.51,,,
83,2010-03-25,,10.5057,282.3115,23.5443,134.73,35.87,,,
84,2010-03-26,,10.6143,282.2162,23.2697,135.06,35.51,,,
85,2010-03-27,,,,,,,0.39999999999999997,0.7999999999999999,1.0
86,2010-03-28,,,,,,,,,
87,2010-03-29,,10.5571,282.0958,23.2148,135.12,35.74,,,
88,2010-03-30,,10.7228,284.2324,23.356,136.579,35.68,,,
89,2010-03-31,,10.5343,284.438,22.9775,135.77,35.37,,,
90,2010-04-01,,10.7143,285.2806,22.8775,131.81,35.74,,,
91,2010-04-02,,,,,,,,,
92,2010-04-03,,,,,,,,,
93,2010-04-04,,,,,,,,,
94,2010-04-05,,11.4271,286.3891,22.9638,131.49,35.99,,,
95,2010-04-06,,11.91,284.9897,23.003,135.56,35.7,,,
96,2010-04-07,,11.39,282.6425,23.0265,134.87,35.06,,,
97,2010-04-08,,11.69,284.6236,23.4737,140.96,34.94,0.5,0.5,1.0
98,2010-04-09,,11.7743,283.9866,23.8032,140.06,35.47,,,
99,2010-04-10,,,,,,,,,
100,2010-04-11,,,,,,,,,
101,2010-04-12,,11.8828,287.2517,23.7875,141.2,35.02,,,
102,2010-04-13,,12.34,294.2935,23.8895,140.16,34.75,0.25,0.2833333333333333,1.0
103,2010-04-14,,12.51,295.4119,24.1798,144.28,35.02,,,
104,2010-04-15,,12.4043,298.5717,24.219,145.82,34.39,,,
105,2010-04-16,,12.1871,275.9243,24.0621,142.171,34.0,,,
106,2010-04-17,,,,,,,,,
107,2010-04-18,,,,,,,,,
108,2010-04-19,,12.1143,275.9017,24.3516,142.43,33.82,,,
109,2010-04-20,,12.4386,278.3793,24.6035,144.2,34.93,,,
110,2010-04-21,,12.4257,278.0082,24.5815,146.43,34.92,,,
111,2010-04-22,,14.3214,274.377,24.627,150.09,35.97,,,
112,2010-04-23,,14.2471,273.3388,24.2896,143.63,36.25,,,
113,2010-04-24,,,,,,,,,
114,2010-04-25,,,,,,,,,
115,2010-04-26,,15.4528,266.6431,24.4073,147.11,36.15,,,
116,2010-04-27,,14.5814,265.3491,24.1994,142.02,35.34,,,
117,2010-04-28,,14.1986,265.4143,24.2504,139.35,35.47,,,
118,2010-04-29,,14.7386,266.8237,24.3234,141.73,34.96,,,
119,2010-04-30,,14.1286,263.6614,23.9562,137.1,33.6,,,
120,2010-05-01,,,,,,,,,
121,2010-05-02,,,,,,,,,
122,2010-05-03,,14.57,266.1215,24.2112,137.49,33.59,,,
123,2010-05-04,,14.1943,253.969,23.6385,129.83,33.14,,,
124,2010-05-05,,14.0328,255.6692,23.4188,130.93,32.96,0.04909090909090909,0.5986363636363636,1.0
125,2010-05-06,,13.8528,250.1071,22.7362,128.71,32.49,,,
126,2010-05-07,,13.0128,247.3335,22.1321,124.98,32.42,0.05448717948717949,0.3692307692307693,1.0
127,2010-05-08,,,,,,,,,
128,2010-05-09,,,,,,,,,
129,2010-05-10,,13.9293,261.6326,22.7049,131.29,34.28,,,
130,2010-05-11,,14.26,255.3131,22.6578,130.46,33.8,,,
131,2010-05-12,,15.4043,253.4775,23.0971,133.87,34.8,,,
132,2010-05-13,,15.7157,256.231,22.9402,131.47,34.41,,,
133,2010-05-14,,14.3657,254.5508,22.697,128.533,33.72,,,
134,2010-05-15,,,,,,,,,
135,2010-05-16,,,,,,,,,
136,2010-05-17,,15.1928,254.7715,22.7049,128.91,33.81,,,
137,2010-05-18,,14.5728,249.9566,22.5381,126.28,33.28,0.0,0.0,1.0
138,2010-05-19,,14.3728,247.9805,22.2564,124.59,32.88,,,
139,2010-05-20,,13.57,238.2404,21.3658,119.71,31.74,,,
140,2010-05-21,,14.21,236.7558,21.153,122.72,32.18,,,
141,2010-05-22,,,,,,,,,
142,2010-05-23,,,,,,,,,
143,2010-05-24,,14.5171,239.3188,20.7038,122.12,31.63,,,
144,2010-05-25,,15.0,239.2736,20.5462,124.86,31.55,,,
145,2010-05-26,,14.9714,238.4711,19.7108,123.21,30.94,,,
146,2010-05-27,,15.5514,245.9893,20.491,126.7,32.2,,,
147,2010-05-28,,15.8786,243.5669,20.3334,125.46,32.08,,,
148,2010-05-29,,,,,,,,,
149,2010-05-30,,,,,,,,,
150,2010-05-31,,,,,,,,,
151,2010-06-01,,15.3271,241.9318,20.4043,123.24,32.13,0.16742424242424245,0.33996212121212127,1.0
152,2010-06-02,,15.8257,247.4489,20.8535,126.31,32.94,,,
153,2010-06-03,,15.9786,253.5828,21.1688,128.76,32.9,,,
154,2010-06-04,,15.6828,250.1321,20.3255,122.77,31.5925,,,
155,2010-06-05,,,,,,,,,
156,2010-06-06,,,,,,,,,
157,2010-06-07,,15.5943,243.5117,19.9314,122.01,31.06,,,
158,2010-06-08,,15.7614,243.1406,19.7896,118.835,31.0,,,
159,2010-06-09,,16.49,237.7439,19.5374,117.91,30.73,,,
160,2010-06-10,,16.9514,244.259,19.7029,123.21,31.72,,,
161,2010-06-11,,17.2414,245.0063,20.223,123.03,31.73,,,
162,2010-06-12,,,,,,,,,
163,2010-06-13,,,,,,,,,
164,2010-06-14,,18.1157,242.3431,20.093,123.83,31.7,,,
165,2010-06-15,,17.6428,249.766,20.9501,126.84,32.51,,,
166,2010-06-16,,17.81,251.4111,20.7432,126.9,32.44,,,
167,2010-06-17,,17.98,250.8142,20.7826,125.89,33.12,,,
168,2010-06-18,,18.06,250.7892,20.8378,125.83,33.52,,,
169,2010-06-19,,,,,,,,,
170,2010-06-20,,,,,,,,,
171,2010-06-21,,16.9986,245.0364,20.4516,122.55,33.13,,,
172,2010-06-22,,16.6328,243.8778,20.3097,122.307,32.7625,,,
173,2010-06-23,,16.8243,241.7713,19.9456,121.45,30.38,,,
174,2010-06-24,,16.4643,238.2856,19.7029,118.33,30.26,,,
175,2010-06-25,,16.8543,237.0718,19.3344,121.0,29.85,,,
176,2010-06-26,,,,,,,,,
177,2010-06-27,,,,,,,,,
178,2010-06-28,,16.8014,236.7709,19.1591,117.8,28.72,,,
179,2010-06-29,,16.0828,227.8333,18.371,108.61,26.9,,,
180,2010-06-30,,15.5214,223.1639,18.1345,109.26,26.43,,,
181,2010-07-01,,15.6657,220.4254,18.2528,110.96,26.66,,,
182,2010-07-02,,15.2971,218.9509,18.3395,109.14,26.73,,,
183,2010-07-03,,,,,,,,,
184,2010-07-04,,,,,,,,,
185,2010-07-05,,,,,,,,,
186,2010-07-06,,15.3243,218.7101,18.7729,110.06,26.34,,,
187,2010-07-07,,16.9271,225.797,19.1512,113.43,26.79,,,
188,2010-07-08,,16.7114,228.9869,19.2375,116.22,26.85,,,
189,2010-07-09,,16.7906,234.4688,19.1276,117.26,27.2,,,
190,2010-07-10,,,,,,,,,
191,2010-07-11,,,,,,,,,
192,2010-07-12,,17.0543,238.6517,19.5689,119.51,27.09,,,
193,2010-07-13,,17.2743,245.3574,19.8053,123.65,28.11,,,
194,2010-07-14,,17.5714,246.4287,20.0497,123.3,28.03,,,
195,2010-07-15,,17.3014,247.7749,20.1048,122.06,28.22,,,
196,2010-07-16,,16.9128,230.5141,19.6162,118.49,27.39,,,
197,2010-07-17,,,,,,,,,
198,2010-07-18,,,,,,,,,
199,2010-07-19,,16.9857,233.8118,19.8842,119.94,27.67,,,
200,2010-07-20,,17.1986,241.5406,20.0812,120.1,27.87,,,
201,2010-07-21,,17.0928,239.4893,19.7975,117.43,27.67,,,
202,2010-07-22,,14.7943,243.1556,20.3649,120.07,28.58,,,
203,2010-07-23,,15.3857,245.7887,20.3413,118.87,29.23,,,
204,2010-07-24,,,,,,,,,
205,2010-07-25,,,,,,,,,
206,2010-07-26,,14.6843,245.242,20.5698,118.4,29.17,,,
207,2010-07-27,,14.87,247.0777,20.6171,117.13,29.22,,,
208,2010-07-28,,14.33,242.9249,20.4516,117.13,28.69,,,
209,2010-07-29,,14.0028,243.2459,20.5146,116.86,28.7,,,
210,2010-07-30,,14.65,243.1757,20.3413,117.89,28.72,,,
211,2010-07-31,,,,,,,,,
212,2010-08-01,,,,,,,,,
213,2010-08-02,,14.5543,245.9643,20.7511,120.07,29.6,,,
214,2010-08-03,,14.9157,245.6734,20.6171,122.42,29.12,,,
215,2010-08-04,,15.4471,253.9439,20.2782,127.58,29.7,,,
216,2010-08-05,,15.79,254.8367,19.9945,127.83,29.44,,,
217,2010-08-06,,16.9028,250.8845,20.1364,128.32,29.23,,,
218,2010-08-07,,,,,,,,,
219,2010-08-08,,,,,,,,,
220,2010-08-09,,16.7,253.4574,20.1836,128.83,29.52,,,
221,2010-08-10,,17.8586,252.6349,19.7581,130.0,29.17,0.2247727272727273,0.4525,1.0
222,2010-08-11,,18.0671,246.6313,19.5926,125.89,28.25,,,
223,2010-08-12,,19.0071,246.7667,19.301,126.56,28.08,,,
224,2010-08-13,,18.8943,243.928,19.23,124.69,28.01,,,
225,2010-08-14,,,,,,,,,
226,2010-08-15,,,,,,,,,
227,2010-08-16,,19.6028,243.5468,19.3088,126.07,27.36,,,
228,2010-08-17,,18.9957,246.0194,19.5768,128.86,27.955,,,
229,2010-08-18,,17.9571,241.8215,19.6639,129.65,28.1,,,
230,2010-08-19,,18.32,234.7095,19.3629,127.57,27.69,,,
231,2010-08-20,,18.5657,231.7253,19.1965,127.76,27.92,,,
232,2010-08-21,,,,,,,,,
233,2010-08-22,,,,,,,,,
234,2010-08-23,,18.1286,232.7535,19.2361,126.6,27.82,,,
235,2010-08-24,,17.3257,226.3939,19.046,124.53,27.93,0.5,0.5,1.0
236,2010-08-25,,17.75,228.0139,19.0935,126.85,27.48,,,
237,2010-08-26,,17.9771,226.1882,18.8717,124.86,27.38,,,
238,2010-08-27,,18.0143,230.1254,18.9588,126.64,27.98,,,
239,2010-08-28,,,,,,,,,
240,2010-08-29,,,,,,,,,
241,2010-08-30,,17.5857,227.0459,18.7291,123.79,27.79,,,
242,2010-08-31,,17.9314,225.7067,18.5904,124.83,27.7,,,
243,2010-09-01,,19.2736,230.8777,18.9351,132.49,28.85,0.08055555555555555,0.19756944444444446,2.0
244,2010-09-02,,19.7143,232.3071,18.9668,135.21,29.42,,,
245,2010-09-03,,19.7828,235.8781,19.244,138.79,29.49,,,
246,2010-09-04,,,,,,,,,
247,2010-09-05,,,,,,,,,
248,2010-09-06,,,,,,,,,
249,2010-09-07,,20.2557,232.919,18.9826,137.22,29.17,,,
250,2010-09-08,,20.8571,236.0186,18.9588,139.14,29.31,0.22097902097902095,0.3096153846153846,1.0
251,2010-09-09,,20.8114,238.8272,19.0222,140.38,32.86,,,
252,2010-09-10,,20.88,238.8072,18.8954,142.44,32.2,,,
253,2010-09-11,,,,,,,,,
254,2010-09-12,,,,,,,,,
255,2010-09-13,,21.1343,241.8817,19.8937,145.07,32.24,,,
256,2010-09-14,,20.95,240.9588,19.8303,145.75,32.475,,,
257,2010-09-15,,20.4457,241.0641,19.8977,145.45,32.76,,,
258,2010-09-16,,20.0714,241.2748,20.068,148.13,32.85,,,
259,2010-09-17,,20.0657,245.8339,19.9808,148.325,32.78,,,
260,2010-09-18,,,,,,,,,
261,2010-09-19,,,,,,,,,
262,2010-09-20,,20.4128,254.9269,20.1472,151.3048,33.1099,,,
263,2010-09-21,,21.0286,257.525,19.9254,150.73,32.94,,,
264,2010-09-22,,22.4185,258.7989,19.4976,151.83,26.67,,,
265,2010-09-23,,22.9243,257.535,19.355,152.85,26.41,0.5454545454545454,0.41818181818181815,1.0
266,2010-09-24,,23.1728,264.4614,19.6283,160.73,26.8775,,,
267,2010-09-25,,,,,,,,,
268,2010-09-26,,,,,,,,,
269,2010-09-27,,23.57,266.0262,19.5946,159.37,26.88,,,
270,2010-09-28,,23.1228,264.4012,19.551,159.7,26.28,,,
271,2010-09-29,,24.3757,264.662,19.4104,158.99,26.04,,,
272,2010-09-30,,23.1657,263.709,19.4025,157.06,26.15,,,
273,2010-10-01,,22.0943,263.6238,19.3153,153.71,26.27,,,
274,2010-10-02,,,,,,,,,
275,2010-10-03,,,,,,,,,
276,2010-10-04,,22.3414,261.9837,18.943,155.39,25.6,,,
277,2010-10-05,,22.3089,269.9483,19.2916,160.87,25.77,,,
278,2010-10-06,,21.4671,268.0023,19.355,155.4,25.73,,,
279,2010-10-07,,21.6328,265.8256,19.4342,156.27,28.69,,,
280,2010-10-08,,21.3771,269.0054,19.4659,155.55,26.99,,,
281,2010-10-09,,,,,,,,,
282,2010-10-10,,,,,,,,,
283,2010-10-11,,21.9557,270.2542,19.4817,153.03,27.25,,,
284,2010-10-12,,22.1985,271.5332,19.6719,156.48,27.66,,,
285,2010-10-13,,22.0871,272.4912,20.0759,155.17,27.71,,,
286,2010-10-14,,21.8257,271.3025,19.9888,155.53,27.49,,,
287,2010-10-15,,22.2457,301.6562,20.2344,164.64,28.08,,,
288,2010-10-16,,,,,,,,,
289,2010-10-17,,,,,,,,,
290,2010-10-18,,21.8571,309.8114,20.4562,163.56,28.06,,,
291,2010-10-19,,21.3328,304.8561,19.8858,158.67,27.58,,,
292,2010-10-20,,21.8785,304.9313,20.0521,158.67,28.21,,,
293,2010-10-21,,24.67,306.9425,20.1393,164.97,27.7,0.22,0.3466666666666667,1.0
294,2010-10-22,,24.0143,307.2133,20.1056,169.13,28.21,,,
295,2010-10-23,,,,,,,,,
296,2010-10-24,,,,,,,,,
297,2010-10-25,,23.8343,309.2045,19.9571,169.0,28.2,,,
298,2010-10-26,,25.3743,310.2577,20.5196,169.95,28.14,,,
299,2010-10-27,,25.5,309.1894,20.6384,167.51,28.17,,,
300,2010-10-28,,25.1,310.2477,20.8206,166.84,28.1,,,
301,2010-10-29,,24.7957,307.8001,21.1257,165.23,28.15,,,
302,2010-10-30,,,,,,,,,
303,2010-10-31,,,,,,,,,
304,2010-11-01,,23.91,308.4522,21.3515,162.58,28.22,,,
305,2010-11-02,,24.5157,308.7531,21.7001,164.61,29.02,,,
306,2010-11-03,,24.4943,311.0502,21.4148,168.47,28.8,,,
307,2010-11-04,,23.9743,313.1015,21.502,168.93,29.46,,,
308,2010-11-05,,24.0143,313.5078,21.2722,170.77,29.14,,,
309,2010-11-06,,,,,,,,,
310,2010-11-07,,,,,,,,,
311,2010-11-08,,24.1614,314.3554,21.2405,171.99,29.29,,,
312,2010-11-09,,24.3514,313.3774,21.3515,170.27,29.49,,,
313,2010-11-10,,25.2671,312.4044,21.3435,173.33,29.79,,,
314,2010-11-11,,25.02,309.5506,21.1375,170.37,29.94,,,
315,2010-11-12,,24.7143,302.579,20.8127,165.68,29.54,,,
316,2010-11-13,,,,,,,,,
317,2010-11-14,,,,,,,,,
318,2010-11-15,,24.0428,298.6569,20.7573,158.9,29.51,,,
319,2010-11-16,,23.6285,292.7637,20.575,157.78,29.02,,,
320,2010-11-17,,23.8114,292.6785,20.3837,158.35,28.9,,,
321,2010-11-18,,24.0471,299.2036,20.597,164.17,28.68,0.5,0.5,1.0
322,2010-11-19,,24.72,296.3297,20.4794,164.82,28.86,,,
323,2010-11-20,,,,,,,,,
324,2010-11-21,,,,,,,,,
325,2010-11-22,,26.9028,296.5253,20.5113,170.39,29.18,,,
326,2010-11-23,,26.8157,292.4076,20.025,168.2,28.19,,,
327,2010-11-24,,26.9671,298.4062,20.2243,177.25,28.4,,,
328,2010-11-25,,,,,,,,,
329,2010-11-26,,27.4143,295.9135,20.1286,177.2,28.72,,,
330,2010-11-27,,,,,,,,,
331,2010-11-28,,,,,,,,,
332,2010-11-29,,28.4171,291.9562,20.1765,179.49,28.36,,,
333,2010-11-30,,29.4143,278.7154,20.1346,175.4,27.8,,,
334,2010-12-01,,28.5914,283.0487,20.7584,176.55,28.37,,,
335,2010-12-02,,27.6314,286.7953,21.436,176.53,29.1,,,
336,2010-12-03,,26.4928,287.3871,21.5396,175.68,29.14,,,
337,2010-12-04,,,,,,,,,
338,2010-12-05,,,,,,,,,
339,2010-12-06,,27.6385,290.0754,21.3961,178.05,29.23,,,
340,2010-12-07,,27.1157,294.479,21.42,176.77,29.02,,,
341,2010-12-08,,26.89,296.1843,21.707,176.29,29.21,,,
342,2010-12-09,,27.2928,296.6658,21.5875,174.85,28.6,,,
343,2010-12-10,,27.8043,297.0219,21.7947,175.62,28.71,,,
344,2010-12-11,,,,,,,,,
345,2010-12-12,,,,,,,,,
346,2010-12-13,,26.2571,298.2306,21.719,174.25,27.81,,,
347,2010-12-14,,25.4928,298.3761,22.0179,173.94,28.15,0.16666666666666666,0.3333333333333333,1.0
348,2010-12-15,,25.5,296.0639,22.2013,175.57,27.72,,,
349,2010-12-16,,25.95,296.7711,22.3109,178.04,28.52,,,
350,2010-12-17,,25.7171,296.3147,22.2431,177.58,28.79,,,
351,2010-12-18,,,,,,,,,
352,2010-12-19,,,,,,,,,
353,2010-12-20,,25.4357,298.4513,22.1694,183.29,29.1775,,,
354,2010-12-21,,26.6057,302.4687,22.3767,184.75,30.93,,,
355,2010-12-22,,26.4785,303.6824,22.4703,184.76,30.6475,,,
356,2010-12-23,,26.3685,303.0505,22.56,182.59,30.85,,,
357,2010-12-24,,,,,,,,,
358,2010-12-25,,,,,,,,,
359,2010-12-26,,,,,,,,,
360,2010-12-27,,25.7157,302.1226,22.3767,182.14,30.95,,,
361,2010-12-28,,26.2385,300.3873,22.3288,181.09,30.92,,,
362,2010-12-29,,25.7528,301.4305,22.2969,183.37,30.97,,,
363,2010-12-30,,25.6857,300.3572,22.2013,182.75,30.57,,,
364,2010-12-31,,25.1,297.9046,22.2491,180.0,30.78,,,
365,2011-01-01,,,,,,,,,
366,2011-01-02,,,,,,,,,
367,2011-01-03,,25.4871,303.1107,22.3049,184.22,31.29,,,
368,2011-01-04,,25.91,301.9922,22.3906,185.01,31.51,,,
369,2011-01-05,,25.6757,305.478,22.3209,187.42,32.22,,,
370,2011-01-06,,25.4271,307.6998,22.9745,185.86,32.27,,,
371,2011-01-07,,25.6143,309.1744,22.7992,185.49,32.04,,,
372,2011-01-08,,,,,,,,,
373,2011-01-09,,,,,,,,,
374,2011-01-10,,26.84,308.0559,22.4962,184.68,32.96,0.3333333333333333,0.38888888888888884,1.0
375,2011-01-11,,26.6643,308.9587,22.4085,184.34,32.98,,,
376,2011-01-12,,26.9857,309.3901,22.7593,184.08,33.5725,,,
377,2011-01-13,,27.3557,309.2998,22.4723,185.53,33.38,,,
378,2011-01-14,,27.3543,313.0564,22.56,188.75,33.79,,,
379,2011-01-15,,,,,,,,,
380,2011-01-16,,,,,,,,,
381,2011-01-17,,,,,,,,,
382,2011-01-18,,27.6685,320.8053,22.847,191.25,34.18,,,
383,2011-01-19,,27.2671,316.8531,22.6955,186.87,33.91,,,
384,2011-01-20,,26.4285,314.3554,22.6019,181.96,33.49,,,
385,2011-01-21,,26.0128,306.8623,22.3368,177.42,33.27,-0.0036616161616161644,0.21714646464646464,2.0
386,2011-01-22,,,,,,,,,
387,2011-01-23,,,,,,,,,
388,2011-01-24,,26.28,306.4861,22.6238,176.85,34.03,,,
389,2011-01-25,,26.6771,310.9148,22.6796,176.7,33.56,,,
390,2011-01-26,,26.1471,309.2045,22.9426,175.39,33.52,,,
391,2011-01-27,,30.1243,309.3499,23.0144,184.45,33.85,,,
392,2011-01-28,,31.14,301.4255,22.1224,171.14,32.49,0.08866666666666664,0.3346666666666666,1.0
393,2011-01-29,,,,,,,,,
394,2011-01-30,,,,,,,,,
395,2011-01-31,,30.5828,301.1095,22.1016,169.64,33.05,,,
396,2011-02-01,,30.4143,306.466,22.3149,172.11,33.51,,,
397,2011-02-02,,30.18,306.9475,22.273,173.53,33.43,,,
398,2011-02-03,,30.2128,306.0197,22.0418,173.71,33.53,,,
399,2011-02-04,,31.4385,306.4359,22.1375,175.93,33.36,,,
400,2011-02-05,,,,,,,,,
401,2011-02-06,,,,,,,,,
402,2011-02-07,,31.1457,308.0986,22.4783,176.43,33.56,,,
403,2011-02-08,,31.0893,310.1474,22.5461,183.06,33.57,,,
404,2011-02-09,,31.7557,309.2045,22.2969,185.3,33.01,0.013888888888888881,0.3972222222222222,1.0
405,2011-02-10,,31.8857,309.1744,21.9223,186.21,33.57,,,
406,2011-02-11,,33.01,313.2169,21.723,189.25,33.67,,,
407,2011-02-12,,,,,,,,,
408,2011-02-13,,,,,,,,,
409,2011-02-14,,35.3643,315.0475,21.707,190.42,33.86,,,
410,2011-02-15,,34.3985,313.0413,21.6193,189.03,33.94,,,
411,2011-02-16,,33.9603,313.0764,21.6675,186.62,34.69,,,
412,2011-02-17,,33.6614,313.598,21.8198,187.76,34.98,,,
413,2011-02-18,,33.6443,316.0155,21.6995,186.5,35.39,,,
414,2011-02-19,,,,,,,,,
415,2011-02-20,,,,,,,,,
416,2011-02-21,,,,,,,,,
417,2011-02-22,,31.6571,306.0497,21.3226,180.42,33.74,0.3181818181818182,0.4772727272727273,1.0
418,2011-02-23,,30.1714,306.6065,21.3226,176.68,33.38,,,
419,2011-02-24,,30.74,305.3526,21.467,177.75,33.45,,,
420,2011-02-25,,30.3485,305.9645,21.2906,177.24,34.63,,,
421,2011-02-26,,,,,,,,,
422,2011-02-27,,,,,,,,,
423,2011-02-28,,29.5243,307.6497,21.3146,173.29,34.5,,,
424,2011-03-01,,29.2328,301.3101,20.9778,169.44,33.97,,,
425,2011-03-02,,29.1757,301.3252,20.9117,172.02,34.48,,,
426,2011-03-03,,29.0528,305.7237,21.0099,172.79,35.05,,,
427,2011-03-04,,30.1028,301.2399,20.8114,171.67,35.27,,,
428,2011-03-05,,,,,,,,,
429,2011-03-06,,,,,,,,,
430,2011-03-07,,29.6285,296.746,20.625,169.08,34.72,,,
431,2011-03-08,,27.9214,297.072,20.7773,166.89,35.29,,,
432,2011-03-09,,27.57,296.8012,20.7613,169.05,35.13,,,
433,2011-03-10,,28.5743,291.0484,20.3764,166.14,34.86,,,
434,2011-03-11,,29.2201,289.2479,20.5929,168.07,34.61,,,
435,2011-03-12,,,,,,,,,
436,2011-03-13,,,,,,,,,
437,2011-03-14,,28.7428,285.8775,20.6009,166.73,34.08,,,
438,2011-03-15,,31.0157,285.6618,20.3603,165.08,33.04,,,
439,2011-03-16,,30.5485,279.4125,19.8792,164.7,32.09,,,
440,2011-03-17,,30.5571,281.5491,19.8712,160.97,31.835,,,
441,2011-03-18,,29.9143,281.3987,19.8872,161.82,31.99,,,
442,2011-03-19,,,,,,,,,
443,2011-03-20,,,,,,,,,
444,2011-03-21,,30.4057,289.1426,20.3122,164.525,32.34,,,
445,2011-03-22,,31.6271,289.5538,20.2842,162.6,32.88,0.25,0.25,1.0
446,2011-03-23,,32.7228,291.9813,20.4806,165.32,31.68,,,
447,2011-03-24,,32.7328,294.3536,20.6971,171.1,32.59,,,
448,2011-03-25,,32.8585,290.7676,20.5448,170.98,32.64,,,
449,2011-03-26,,,,,,,,,
450,2011-03-27,,,,,,,,,
